id;name;height;weight;hp;attack;defense;s_attack;s_defense;speed;type;evo_set;info;text_basic;height_text;weight_text;hp_text;attack_text;defense_text;s_attack_text;s_defense_text;speed_text;full_text
39;jigglypuff;5;55;115;45;20;45;25;20;{normal,fairy};16;When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.;jigglypuff: When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.;Jigglypuff is 5 decimeters tall.;Jigglypuff weighs 55 hectograms.;Jigglypuff has 115 HP.;Jigglypuff has 45 attack points.;Jigglypuff has 20 defense points.;Jigglypuff has 45 special attack.;Jigglypuff has 25 special defense.;Jigglypuff has 20 speed.;jigglypuff: When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep. jigglypuff is 5 decimeters tall. jigglypuff weighs 55 hectograms. jigglypuff has 115 HP. jigglypuff has 45 attack points. jigglypuff has 20 defense points. jigglypuff has 45 special attack. jigglypuff has 25 special defense. jigglypuff has 20 speed.
40;wigglytuff;10;120;140;70;45;85;50;45;{normal,fairy};16;The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.;wigglytuff: The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.;Wigglytuff is 10 decimeters tall.;Wigglytuff weighs 120 hectograms.;Wigglytuff has 140 HP.;Wigglytuff has 70 attack points.;Wigglytuff has 45 defense points.;Wigglytuff has 85 special attack.;Wigglytuff has 50 special defense.;Wigglytuff has 45 speed.;wigglytuff: The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size. wigglytuff is 10 decimeters tall. wigglytuff weighs 120 hectograms. wigglytuff has 140 HP. wigglytuff has 70 attack points. wigglytuff has 45 defense points. wigglytuff has 85 special attack. wigglytuff has 50 special defense. wigglytuff has 45 speed.
41;zubat;8;75;40;45;35;30;40;55;{poison,flying};17;Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.;zubat: Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.;Zubat is 8 decimeters tall.;Zubat weighs 75 hectograms.;Zubat has 40 HP.;Zubat has 45 attack points.;Zubat has 35 defense points.;Zubat has 30 special attack.;Zubat has 40 special defense.;Zubat has 55 speed.;zubat: Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets. zubat is 8 decimeters tall. zubat weighs 75 hectograms. zubat has 40 HP. zubat has 45 attack points. zubat has 35 defense points. zubat has 30 special attack. zubat has 40 special defense. zubat has 55 speed.
42;golbat;16;550;75;80;70;65;75;90;{poison,flying};17;Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.;golbat: Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.;Golbat is 16 decimeters tall.;Golbat weighs 550 hectograms.;Golbat has 75 HP.;Golbat has 80 attack points.;Golbat has 70 defense points.;Golbat has 65 special attack.;Golbat has 75 special defense.;Golbat has 90 speed.;golbat: Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly. golbat is 16 decimeters tall. golbat weighs 550 hectograms. golbat has 75 HP. golbat has 80 attack points. golbat has 70 defense points. golbat has 65 special attack. golbat has 75 special defense. golbat has 90 speed.
43;oddish;5;54;45;50;55;75;65;30;{grass,poison};18;During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.;oddish: During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.;Oddish is 5 decimeters tall.;Oddish weighs 54 hectograms.;Oddish has 45 HP.;Oddish has 50 attack points.;Oddish has 55 defense points.;Oddish has 75 special attack.;Oddish has 65 special defense.;Oddish has 30 speed.;oddish: During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds. oddish is 5 decimeters tall. oddish weighs 54 hectograms. oddish has 45 HP. oddish has 50 attack points. oddish has 55 defense points. oddish has 75 special attack. oddish has 65 special defense. oddish has 30 speed.
44;gloom;8;86;60;65;70;85;75;40;{grass,poison};18;The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.;gloom: The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.;Gloom is 8 decimeters tall.;Gloom weighs 86 hectograms.;Gloom has 60 HP.;Gloom has 65 attack points.;Gloom has 70 defense points.;Gloom has 85 special attack.;Gloom has 75 special defense.;Gloom has 40 speed.;gloom: The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey. gloom is 8 decimeters tall. gloom weighs 86 hectograms. gloom has 60 HP. gloom has 65 attack points. gloom has 70 defense points. gloom has 85 special attack. gloom has 75 special defense. gloom has 40 speed.
45;vileplume;12;186;75;80;85;110;90;50;{grass,poison};18;It has the worldís largest petals. With every step, the petals shake out heavy clouds of toxic pollen.;vileplume: It has the worldís largest petals. With every step, the petals shake out heavy clouds of toxic pollen.;Vileplume is 12 decimeters tall.;Vileplume weighs 186 hectograms.;Vileplume has 75 HP.;Vileplume has 80 attack points.;Vileplume has 85 defense points.;Vileplume has 110 special attack.;Vileplume has 90 special defense.;Vileplume has 50 speed.;vileplume: It has the worldís largest petals. With every step, the petals shake out heavy clouds of toxic pollen. vileplume is 12 decimeters tall. vileplume weighs 186 hectograms. vileplume has 75 HP. vileplume has 80 attack points. vileplume has 85 defense points. vileplume has 110 special attack. vileplume has 90 special defense. vileplume has 50 speed.
46;paras;3;54;35;70;55;45;55;25;{bug,grass};19;Burrows to suck tree roots. The mushrooms on its back grow by draw≠ ing nutrients from the bug host.;paras: Burrows to suck tree roots. The mushrooms on its back grow by draw≠ ing nutrients from the bug host.;Paras is 3 decimeters tall.;Paras weighs 54 hectograms.;Paras has 35 HP.;Paras has 70 attack points.;Paras has 55 defense points.;Paras has 45 special attack.;Paras has 55 special defense.;Paras has 25 speed.;paras: Burrows to suck tree roots. The mushrooms on its back grow by draw≠ ing nutrients from the bug host. paras is 3 decimeters tall. paras weighs 54 hectograms. paras has 35 HP. paras has 70 attack points. paras has 55 defense points. paras has 45 special attack. paras has 55 special defense. paras has 25 speed.
47;parasect;10;295;60;95;80;60;80;30;{bug,grass};19;A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.;parasect: A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.;Parasect is 10 decimeters tall.;Parasect weighs 295 hectograms.;Parasect has 60 HP.;Parasect has 95 attack points.;Parasect has 80 defense points.;Parasect has 60 special attack.;Parasect has 80 special defense.;Parasect has 30 speed.;parasect: A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places. parasect is 10 decimeters tall. parasect weighs 295 hectograms. parasect has 60 HP. parasect has 95 attack points. parasect has 80 defense points. parasect has 60 special attack. parasect has 80 special defense. parasect has 30 speed.
48;venonat;10;300;60;55;50;40;55;45;{bug,poison};20;Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.;venonat: Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.;Venonat is 10 decimeters tall.;Venonat weighs 300 hectograms.;Venonat has 60 HP.;Venonat has 55 attack points.;Venonat has 50 defense points.;Venonat has 40 special attack.;Venonat has 55 special defense.;Venonat has 45 speed.;venonat: Lives in the shadows of tall trees where it eats insects. It is attracted by light at night. venonat is 10 decimeters tall. venonat weighs 300 hectograms. venonat has 60 HP. venonat has 55 attack points. venonat has 50 defense points. venonat has 40 special attack. venonat has 55 special defense. venonat has 45 speed.
49;venomoth;15;125;70;65;60;90;75;90;{bug,poison};20;The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.;venomoth: The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.;Venomoth is 15 decimeters tall.;Venomoth weighs 125 hectograms.;Venomoth has 70 HP.;Venomoth has 65 attack points.;Venomoth has 60 defense points.;Venomoth has 90 special attack.;Venomoth has 75 special defense.;Venomoth has 90 speed.;venomoth: The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has. venomoth is 15 decimeters tall. venomoth weighs 125 hectograms. venomoth has 70 HP. venomoth has 65 attack points. venomoth has 60 defense points. venomoth has 90 special attack. venomoth has 75 special defense. venomoth has 90 speed.
50;diglett;2;8;10;55;25;35;45;95;{ground};21;Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.;diglett: Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.;Diglett is 2 decimeters tall.;Diglett weighs 8 hectograms.;Diglett has 10 HP.;Diglett has 55 attack points.;Diglett has 25 defense points.;Diglett has 35 special attack.;Diglett has 45 special defense.;Diglett has 95 speed.;diglett: Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground. diglett is 2 decimeters tall. diglett weighs 8 hectograms. diglett has 10 HP. diglett has 55 attack points. diglett has 25 defense points. diglett has 35 special attack. diglett has 45 special defense. diglett has 95 speed.
51;dugtrio;7;333;35;100;50;50;70;120;{ground};21;A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.;dugtrio: A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.;Dugtrio is 7 decimeters tall.;Dugtrio weighs 333 hectograms.;Dugtrio has 35 HP.;Dugtrio has 100 attack points.;Dugtrio has 50 defense points.;Dugtrio has 50 special attack.;Dugtrio has 70 special defense.;Dugtrio has 120 speed.;dugtrio: A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground. dugtrio is 7 decimeters tall. dugtrio weighs 333 hectograms. dugtrio has 35 HP. dugtrio has 100 attack points. dugtrio has 50 defense points. dugtrio has 50 special attack. dugtrio has 70 special defense. dugtrio has 120 speed.
52;meowth;4;42;40;45;35;40;40;90;{normal};22;It washes its face regularly to keep the coin on its forehead spotless. It doesnít get along with Galarian Meowth.;meowth: It washes its face regularly to keep the coin on its forehead spotless. It doesnít get along with Galarian Meowth.;Meowth is 4 decimeters tall.;Meowth weighs 42 hectograms.;Meowth has 40 HP.;Meowth has 45 attack points.;Meowth has 35 defense points.;Meowth has 40 special attack.;Meowth has 40 special defense.;Meowth has 90 speed.;meowth: It washes its face regularly to keep the coin on its forehead spotless. It doesnít get along with Galarian Meowth. meowth is 4 decimeters tall. meowth weighs 42 hectograms. meowth has 40 HP. meowth has 45 attack points. meowth has 35 defense points. meowth has 40 special attack. meowth has 40 special defense. meowth has 90 speed.
53;persian;10;320;65;70;60;65;65;115;{normal};22;Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.;persian: Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.;Persian is 10 decimeters tall.;Persian weighs 320 hectograms.;Persian has 65 HP.;Persian has 70 attack points.;Persian has 60 defense points.;Persian has 65 special attack.;Persian has 65 special defense.;Persian has 115 speed.;persian: Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness. persian is 10 decimeters tall. persian weighs 320 hectograms. persian has 65 HP. persian has 70 attack points. persian has 60 defense points. persian has 65 special attack. persian has 65 special defense. persian has 115 speed.
54;psyduck;8;196;50;52;48;65;50;55;{water};23;While lulling its enemies with its vacant look, this wily POKÈMON will use psychokinetic powers.;psyduck: While lulling its enemies with its vacant look, this wily POKÈMON will use psychokinetic powers.;Psyduck is 8 decimeters tall.;Psyduck weighs 196 hectograms.;Psyduck has 50 HP.;Psyduck has 52 attack points.;Psyduck has 48 defense points.;Psyduck has 65 special attack.;Psyduck has 50 special defense.;Psyduck has 55 speed.;psyduck: While lulling its enemies with its vacant look, this wily POKÈMON will use psychokinetic powers. psyduck is 8 decimeters tall. psyduck weighs 196 hectograms. psyduck has 50 HP. psyduck has 52 attack points. psyduck has 48 defense points. psyduck has 65 special attack. psyduck has 50 special defense. psyduck has 55 speed.
55;golduck;17;766;80;82;78;95;80;85;{water};23;Often seen swim≠ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.;golduck: Often seen swim≠ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.;Golduck is 17 decimeters tall.;Golduck weighs 766 hectograms.;Golduck has 80 HP.;Golduck has 82 attack points.;Golduck has 78 defense points.;Golduck has 95 special attack.;Golduck has 80 special defense.;Golduck has 85 speed.;golduck: Often seen swim≠ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa. golduck is 17 decimeters tall. golduck weighs 766 hectograms. golduck has 80 HP. golduck has 82 attack points. golduck has 78 defense points. golduck has 95 special attack. golduck has 80 special defense. golduck has 85 speed.
